"padj" "direction"
"Gm57321" 0.039584078363248 "Upregulated"
"Gm28935" 0.0397252815884581 "Downregulated"
"Gm68748" 0.0397576584970255 "Upregulated"
"Gm8806" 0.0398251795670431 "Downregulated"
"Gm26586" 0.0398256670729715 "Upregulated"
"Gm15503" 0.0399107046690684 "Upregulated"
"Rasl2-9" 0.0400653899607083 "Downregulated"
"Gm46603" 0.0401330483066558 "Upregulated"
"D930028M14Rik" 0.0402438074018189 "Upregulated"
"Spock2" 0.0403206047466544 "Upregulated"
"1810059H22Rik" 0.0403609599560255 "Upregulated"
"Gar1" 0.0403750735036194 "Downregulated"
"Hba-x" 0.0404374265950813 "Upregulated"
"C330020E22Rik" 0.0405175048961862 "Upregulated"
"BC065397" 0.0405991053718051 "Upregulated"
"Tpsb2" 0.0408297667689121 "Upregulated"
"Rag1" 0.0409398195071826 "Upregulated"
"Ighj3" 0.0410502457607 "Upregulated"
"Kng1" 0.0412761387979891 "Upregulated"
"Gm63444" 0.0413666926419956 "Upregulated"
"1810010H24Rik" 0.0413872813577191 "Upregulated"
"Gm15452" 0.0415353568100133 "Downregulated"
"2510046G10Rik" 0.0415481979917878 "Upregulated"
"Gm32089" 0.0415481979917878 "Downregulated"
"C4bp" 0.0416020649522962 "Upregulated"
"Gm36172" 0.0416126827477401 "Upregulated"
"Slc22a20" 0.0417498766049493 "Upregulated"
"NA.25" NA NA
"Gm64683" 0.0417560541558887 "Upregulated"
"Gm38102" 0.0420256725878268 "Upregulated"
"Ercc6l" 0.0421971383681351 "Downregulated"
"Hyi" 0.0422037952824222 "Downregulated"
"mt-Tt" 0.0422499163626605 "Upregulated"
"Klhl15" 0.0423566952783375 "Upregulated"
"Gm65720" 0.0424070350659663 "Upregulated"
"Gm19590" 0.0424207704145601 "Upregulated"
"Gm28513" 0.0424455504545083 "Upregulated"
"Retn" 0.0424583882470099 "Upregulated"
"Gm50163" 0.0424816245792339 "Upregulated"
"NA.26" NA NA
"H4c3" 0.0429337113372684 "Upregulated"
"Poglut2" 0.0430242050855314 "Downregulated"
"Cnn1" 0.0430242050855314 "Upregulated"
"Alyref2" 0.0430359398443318 "Downregulated"
"Gm44714" 0.0431081888738046 "Downregulated"
"Gm20274" 0.0431824503892068 "Upregulated"
"Gm9922" 0.0432874006412068 "Upregulated"
"Gm20661" 0.0433099853931628 "Upregulated"
"Thop1" 0.0434650159612451 "Downregulated"
"9830144P21Rik" 0.0436297576020529 "Upregulated"
"Pomt2" 0.0436625383991277 "Downregulated"
"Rab11bos1" 0.0437421747312368 "Upregulated"
"Gm63616" 0.043750123269067 "Upregulated"
"Gm37083" 0.0438072531583164 "Upregulated"
"Mdrl" 0.0438961082023358 "Upregulated"
"Faim2" 0.0438961082023358 "Upregulated"
"Gm40630" 0.0439069219588095 "Upregulated"
"Gm35657" 0.0439069219588095 "Upregulated"
"Gm45592" 0.0439398731157726 "Downregulated"
"Zfp945" 0.0439398731157726 "Upregulated"
"Gm60260" 0.0439904621563537 "Upregulated"
"Fga" 0.0440134245466545 "Upregulated"
"Gm37915" 0.0441429442865293 "Upregulated"
"Gm75394" 0.0441429442865293 "Upregulated"
"Gm72218" 0.0441429442865293 "Upregulated"
"Pusl1" 0.044170344533762 "Downregulated"
"Gm74544" 0.0441860171088055 "Upregulated"
"Gm57062" 0.0442846931981825 "Upregulated"
"Gm6051" 0.0443650861303518 "Upregulated"
"Svip" 0.0445470580717508 "Upregulated"
"Gm50253" 0.0445655197480919 "Upregulated"
"Or52ae9" 0.0447535092187116 "Upregulated"
"Cps1" 0.0447667495116339 "Upregulated"
"AI838599" 0.0447713396618004 "Upregulated"
"Smo" 0.0447800649881854 "Upregulated"
"Klri1" 0.0448355841080726 "Downregulated"
"A630066F11Rik" 0.0448355841080726 "Upregulated"
"Inka1" 0.0448355841080726 "Upregulated"
"Igkv14-126" 0.0449476329825819 "Upregulated"
"Adam23" 0.0449856393380528 "Upregulated"
"Gm10254" 0.0450008106187736 "Downregulated"
"Gm61397" 0.0451977110242386 "Upregulated"
"AU022793" 0.0452963043415823 "Upregulated"
"Ina" 0.0453048982794595 "Upregulated"
"Gm75252" 0.0455389317767338 "Upregulated"
"Gm61320" 0.0455389317767338 "Downregulated"
"Gm52148" 0.0455419501783443 "Downregulated"
"Rab25" 0.0455493304942014 "Upregulated"
"A130048G24Rik" 0.0455672608216053 "Upregulated"
"Gm12896" 0.0455821816975538 "Upregulated"
"Gm71484" 0.0458007979751466 "Downregulated"
"Usp35" 0.0458007979751466 "Downregulated"
"Cyp4x1" 0.0462446224386882 "Upregulated"
"Gm74024" 0.0463494955034504 "Upregulated"
"Gm74295" 0.0464837929387267 "Upregulated"
"Ift172" 0.0466210397064707 "Downregulated"
"Pon1" 0.0466210397064707 "Upregulated"
"Gm32652" 0.0466325033312701 "Upregulated"
"Gm67951" 0.0466325033312701 "Upregulated"
"Prdm9" 0.0466509177464494 "Downregulated"
"Rbfox2" 0.0466605389028198 "Upregulated"
"Gm61619" 0.0470057467437429 "Upregulated"
"Fam184a" 0.0471056756808869 "Upregulated"
"Adra1b" 0.0473948676893921 "Downregulated"
"Gm32342" 0.047446596772726 "Upregulated"
"1110020A21Rik" 0.0474762816222951 "Upregulated"
"Igkv2-107" 0.0476912587981338 "Upregulated"
"Igkv4-68" 0.0476932310034981 "Upregulated"
"Gm69729" 0.0478160009568964 "Upregulated"
"Gm60781" 0.047826524386516 "Downregulated"
"mt-Tc" 0.0478402645256816 "Upregulated"
"Ighv6-6" 0.0479460245429088 "Upregulated"
"Gm11824" 0.0480296727255416 "Upregulated"
"Gm70116" 0.0481073191055355 "Upregulated"
"Mtln" 0.0482272560027797 "Downregulated"
"Gm56852" 0.0482610671028354 "Upregulated"
"NA.27" NA NA
"1500026H17Rik" 0.0487323474772145 "Upregulated"
"Gm56715" 0.0488892750872211 "Downregulated"
"Gm17518" 0.0489528028135894 "Downregulated"
"Gm20633" 0.0490291659433055 "Upregulated"
"Gm72919" 0.0491354572438986 "Upregulated"
"C230062I16Rik" 0.0492048887972458 "Downregulated"
"Apobec2" 0.0494391208590342 "Downregulated"
"C730034F03Rik" 0.0494720456174641 "Upregulated"
"Gm57323" 0.0495341183597325 "Upregulated"
"Serpina1e" 0.0496364827494207 "Upregulated"
"Glt8d2" 0.0496803428081066 "Upregulated"
"Gm67094" 0.0497108622206023 "Downregulated"
"NA.28" NA NA
"Rph3a" 0.0497782696155523 "Upregulated"
"mt-Cytb" 0.0497782696155523 "Upregulated"
"Gna14" 0.0498656055003972 "Upregulated"
"Actmap" 0.049892707945238 "Downregulated"
